_id,created_at,id,id_str,text,truncated,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang
5faeb183da380b508c56f6a3,Fri Nov 13 16:17:00 +0000 2020,1327284336618561536,1327284336618561536,"Now is not the time for tax increases that impact Canada's hardest hit sectors like hotels, restaurants, and hospit ",true,[],[],[],"[{""url"":"""",""expanded_url"":"""",""display_url"":""twitter.com/i/web/status/1"",""indices"":[117,140]}]",en,recent,"<a href="""" rel=""nofollow"">TweetDeck</a>",null,null,null,null,null,240690104,240690104,Canadian Chamber of Commerce,CdnChamberofCom,"Ottawa, ON","As the largest business association in Canada, we advance policy issues to the federal government on behalf of 450 chambers of commerce and 200,000 businesses.",false,"[{""url"":"""",""expanded_url"":"""",""display_url"":""chamber.ca"",""indices"":[0,23]}]",[],false,19774,1762,437,Thu Jan 20 14:23:54 +0000 2011,9415,null,null,true,true,21935,null,false,false,false,000000,false,false,false,false,false,false,005D8B,FFFFFF,E4EFF7,145E8F,true,false,false,false,false,false,false,none,null,null,null,null,true,0,0,false,false,false,en
5faeb184da380b508c56f6a4,Fri Nov 13 16:17:00 +0000 2020,1327284336480055296,1327284336480055296,"RT @Cmdr_Hadfield: What mask is best for you? As the 2nd wave surges, get informed: 
- fits you properly, tightly
- fully covers your nose",false,[],[],"[{""screen_name"":""Cmdr_Hadfield"",""name"":""Chris Hadfield"",""id"":186154646,""id_str"":""186154646"",""indices"":[3,17]}]",[],en,recent,"<a href="""" rel=""nofollow"">Twitter for Android</a>",null,null,null,null,null,308791767,308791767,TG,Garlock006,Canada,false,null,,[],false,184,363,1,Wed Jun 01 00:47:47 +0000 2011,31387,null,null,false,false,11486,null,false,false,false,C0DEED,false,false,true,false,false,false,0084B4,C0DEED,DDEEF6,333333,true,false,false,false,false,false,false,none,null,null,null,null,false,70,0,false,false,,en
5faeb184da380b508c56f6a5,Fri Nov 13 16:16:59 +0000 2020,1327284332239728641,1327284332239728641,"RT @StephenPunwasi: Canada was not prepared when the pandemic first hit.

The fact that Canada is doing significantly worse than when it ha",false,[],[],"[{""screen_name"":""StephenPunwasi"",""name"":""Stephen Punwasi"",""id"":166364712,""id_str"":""166364712"",""indices"":[3,18]}]",[],en,recent,"<a href="""" rel=""nofollow"">Twitter for Android</a>",null,null,null,null,null,913152570113363971,913152570113363971,RafaEnd - Jogueiro (game design) - still a worm.,YkJ3nd0,false,Game designer sem grana tentando ganhar trocados  ///  Game designer moneyless trying to earn some change. (I am bad in english).,false,"[{""url"":"""",""expanded_url"":"""",""display_url"":""yakultjapa.itch.io"",""indices"":[0,23]}]",[],false,29,147,0,Wed Sep 27 21:25:13 +0000 2017,9875,null,null,false,false,4801,null,false,false,false,000000,false,false,false,false,false,false,191970,000000,000000,000000,false,false,false,false,false,false,false,none,null,null,null,null,false,423,0,false,false,,en
5faeb184da380b508c56f6a6,Fri Nov 13 16:16:59 +0000 2020,1327284331950338048,1327284331950338048,RT @Cinefranco: NOT TO BE MISSED. DE GAULLE. May 1940. France is facing a disastrous military situation against the German army. De Gaulle,false,[],[],"[{""screen_name"":""Cinefranco"",""name"":""Cin"",""id"":101871173,""id_str"":""101871173"",""indices"":[3,14]}]",[],en,recent,"<a href="""" rel=""nofollow"">Twitter Web App</a>",null,null,null,null,null,2329516597,2329516597,VKPR,VKPR_TO,Toronto,Boutique PR agency specializing in Film & TV - repping: @kinosmith @hotdocs @filmswelike @cinefranco @reelasian @WhitePine_TO @toirishfilmfest,null,,[],false,478,1012,12,Wed Feb 05 23:39:43 +0000 2014,551,null,null,false,false,1104,null,false,false,false,C0DEED,false,false,false,false,false,false,1DA1F2,C0DEED,DDEEF6,333333,true,false,true,false,false,false,false,none,null,null,null,null,false,0,0,false,false,,en
5faeb184da380b508c56f6a7,Fri Nov 13 16:16:58 +0000 2020,1327284330691919875,1327284330691919875,"
'Reports of 20-40 cm of snowfall near Edmonton, Alberta,  Blizzard in Alberta, Canada Nov 9, 2020.",false,[],[],[],"[{""url"":"""",""expanded_url"":"""",""display_url"":""youtu.be/lq1IbOp2KQA?t=5"",""indices"":[0,23]}]",en,recent,"<a href="""" rel=""nofollow"">Twitter Web App</a>",null,null,null,null,null,22069309,22069309,Dori Smith,Dori_TalkNation,"Massachusetts, USA","News Radio Producer 1990-2012 #ClimateStrike  
#RestoreVotingRightsAct #SuperSpreaderInChief  #WEARAMASK #WeWillVote #RIPJohnLewis #BlackLivesMatter",null,,[],false,718,1560,2,Thu Feb 26 22:03:29 +0000 2009,28504,null,null,false,false,39641,null,false,false,false,0099B9,false,false,false,false,false,,91D2FA,C9F5F8,95E8EC,3C3940,true,false,false,false,false,false,false,none,null,null,null,null,false,0,0,false,false,false,en
5faeb184da380b508c56f6a8,Fri Nov 13 16:16:58 +0000 2020,1327284330163560448,1327284330163560448,"RT @EricTopol: Canada is leading the world in vaccination readiness
 ",false,[],[],"[{""screen_name"":""EricTopol"",""name"":""Eric Topol"",""id"":86626845,""id_str"":""86626845"",""indices"":[3,13]}]","[{""url"":"""",""expanded_url"":"""",""display_url"":""economist.com/graphic-detail"",""indices"":[68,91]}]",en,recent,"<a href="""" rel=""nofollow"">Twitter for Android</a>",null,null,null,null,null,219683135,219683135,Adolfo Cobo,AdolfoCoboUC,Cantabria,Profesor de la Universidad de Cantabria,null,,[],false,468,383,30,Thu Nov 25 15:31:05 +0000 2010,1057,null,null,false,false,1731,null,false,false,false,C0DEED,false,false,false,false,false,,1DA1F2,C0DEED,DDEEF6,333333,true,false,true,false,false,false,false,none,null,null,null,null,false,60,0,false,false,false,en
5faeb184da380b508c56f6a9,Fri Nov 13 16:16:58 +0000 2020,1327284327571394560,1327284327571394560,"@ErozTF @jaketapper Jesus, I assuming you are in Calgary Canada? Nothing going on there? Worried about US politics? ",false,[],[],"[{""screen_name"":""ErozTF"",""name"":""Jesus P. M. J Eros"",""id"":320345265,""id_str"":""320345265"",""indices"":[0,7]},{""screen_name"":""jaketapper"",""name"":""Jake Tapper"",""id"":14529929,""id_str"":""14529929"",""indices"":[8,19]}]",[],en,recent,"<a href="""" rel=""nofollow"">Twitter for iPhone</a>",1327237611056898048,1327237611056898048,320345265,320345265,ErozTF,1143662371145019392,1143662371145019392,Chinga_Tu_MAGA,afamado_el,"Kansas City, MO","You Live By The Gun, You Die By the Gun..... Proud NAVY Veteran ",null,,[],false,5,86,0,Tue Jun 25 23:28:52 +0000 2019,459,null,null,false,false,928,null,false,false,false,F5F8FA,null,null,false,false,false,false,1DA1F2,C0DEED,DDEEF6,333333,true,false,true,false,false,false,false,none,null,null,null,null,false,0,0,false,false,,en
5faeb184da380b508c56f6aa,Fri Nov 13 16:16:57 +0000 2020,1327284326912942080,1327284326912942080,@Boyd_2650 @dmcgilvray19 This is probably how Trudeau was re-elected in Canada,false,[],[],"[{""screen_name"":""Boyd_2650"",""name"":""Diane Boyd"",""id"":811717240030711800,""id_str"":""811717240030711813"",""indices"":[0,10]},{""screen_name"":""dmcgilvray19"",""name"":""d mcgilvray"",""id"":1238536930968682500,""id_str"":""1238536930968682496"",""indices"":[11,24]}]",[],en,recent,"<a href="""" rel=""nofollow"">Twitter Web App</a>",1327242389254254592,1327242389254254592,811717240030711813,811717240030711813,Boyd_2650,306967462,306967462,Norman Demers,DemersNorman,Montreal,"Proud Canadian,pquistes passe tout droit,it's time to evolve and move on :)",null,,[],false,888,890,7,Sat May 28 19:30:21 +0000 2011,29127,null,null,true,false,12373,null,false,false,false,C0DEED,false,false,false,false,false,false,1DA1F2,C0DEED,DDEEF6,333333,true,true,true,false,false,false,false,none,null,null,null,null,false,0,0,false,false,,en
5faeb184da380b508c56f6ab,Fri Nov 13 16:16:57 +0000 2020,1327284323905462272,1327284323905462272,"For Canada: Call 1-833-456-4566 (Canada hotline)
Please make that call. ",false,[],[],[],"[{""url"":"""",""expanded_url"":"""",""display_url"":""twitter.com/PaulHaysom/sta"",""indices"":[72,95]}]",en,recent,"<a href="""" rel=""nofollow"">Twitter Web App</a>",null,null,null,null,null,1852970646,1852970646,YVR Geek - Emery,mukmuk2912, North America not North Pole,Watching the world go by   Love fresh air and rain. Worked on three continents. Volunteer where I can and when I can. opinions are my own,null,,[],false,60,870,0,Wed Sep 11 01:51:42 +0000 2013,14483,null,null,false,false,3572,null,false,false,true,C0DEED,false,false,true,false,false,false,1B95E0,FFFFFF,DDEEF6,333333,true,true,false,false,false,false,false,none,null,null,null,null,true,0,0,false,false,false,en
5faeb184da380b508c56f6ac,Fri Nov 13 16:16:56 +0000 2020,1327284319925071872,1327284319925071872,@PlayStation Do they ship to Canada? @snipes_usa,false,[],[],"[{""screen_name"":""PlayStation"",""name"":""PlayStation"",""id"":10671602,""id_str"":""10671602"",""indices"":[0,12]},{""screen_name"":""snipes_usa"",""name"":""SNIPES_USA"",""id"":83606701,""id_str"":""83606701"",""indices"":[37,48]}]",[],en,recent,"<a href="""" rel=""nofollow"">Twitter for Android</a>",1327282580790587393,1327282580790587393,10671602,10671602,PlayStation,237081275,237081275,UnknownG@mer,sdragon001,false,ps4 homebrew scene and anything else thats exciting ,null,,[],false,523,234,12,Wed Jan 12 01:34:45 +0000 2011,2668,null,null,true,false,15702,null,false,false,false,1A1B1F,false,false,false,false,false,false,2FC2EF,181A1E,252429,666666,true,true,false,false,false,false,false,none,null,null,null,null,false,0,0,false,false,,en
5faeb184da380b508c56f6ad,Fri Nov 13 16:16:56 +0000 2020,1327284319707037696,1327284319707037696,RT @Firetruckguy1: Suicide figures are up. Could 2 followers please copy and re-post this tweet? We trying to demonstrate that someone i,false,[],[],"[{""screen_name"":""Firetruckguy1"",""name"":""Firetruckguy1"",""id"":998393354,""id_str"":""998393354"",""indices"":[3,17]}]",[],en,recent,"<a href="""" rel=""nofollow"">Twitter for iPhone</a>",null,null,null,null,null,35646312,35646312,Rob Evans (WEAR A MASK!!!!!) ,redwoodwoof,"Redwood Meadows, AB, Canada","Freelance photographer, Emergency Communications Officer, Fire Chief/ECFO, R2MR Instructor. Views are my own.",false,"[{""url"":"""",""expanded_url"":"""",""display_url"":""rmesfire.org"",""indices"":[0,23]}]",[],false,2474,2574,79,Mon Apr 27 02:43:45 +0000 2009,31448,null,null,true,false,30561,null,false,false,false,131516,false,false,true,false,false,false,FF691F,000000,EFEFEF,333333,true,true,false,false,false,false,false,none,null,null,null,null,false,1,0,false,false,,en
5faeb185da380b508c56f6ae,Fri Nov 13 16:16:55 +0000 2020,1327284317710594048,1327284317710594048,Canada and all of its land ,false,[],[],[],"[{""url"":"""",""expanded_url"":"""",""display_url"":""twitter.com/cbc/status/132"",""indices"":[27,50]}]",en,recent,"<a href="""" rel=""nofollow"">Twitter for iPhone</a>",null,null,null,null,null,1257891326030483456,1257891326030483456,  ,cybercherub,Om  Imperial Core,onto-insurrectionary; apocalypse drabarni. diasporic rromani transfemme. multidisciplinary artist and writer. (they/she/hir) ,null,,[],false,356,730,1,Wed May 06 04:34:09 +0000 2020,10881,null,null,true,false,2568,null,false,false,false,F5F8FA,null,null,false,false,false,false,1DA1F2,C0DEED,DDEEF6,333333,true,false,true,false,false,false,false,none,null,null,null,null,true,0,0,false,false,false,en
5faeb185da380b508c56f6af,Fri Nov 13 16:16:55 +0000 2020,1327284316678856705,1327284316678856705,Can someone answer my question any big retailers drop ps5 Im Canada ,false,[],[],[],"[{""url"":"""",""expanded_url"":"""",""display_url"":""twitter.com/ps5sales/statu"",""indices"":[68,91]}]",en,recent,"<a href="""" rel=""nofollow"">Twitter for iPhone</a>",null,null,null,null,null,1327023956319236098,1327023956319236098,Nikola Kuzmanovic,NikolaK47616890,false,false,null,,[],false,0,1,0,Thu Nov 12 23:02:34 +0000 2020,1,null,null,false,false,1,null,false,false,false,F5F8FA,null,null,false,false,false,,1DA1F2,C0DEED,DDEEF6,333333,true,true,true,true,false,false,false,none,null,null,null,null,true,0,0,false,false,false,en
5faeb185da380b508c56f6b0,Fri Nov 13 16:16:55 +0000 2020,1327284316196331520,1327284316196331520,"RT @ashoswai: Country         Trees per Person

Canada           8,953 
Russia             4,461 
Sweden          3,200 
Brazil",false,[],[],"[{""screen_name"":""ashoswai"",""name"":""Ashok Swain"",""id"":70355674,""id_str"":""70355674"",""indices"":[3,12]}]",[],en,recent,"<a href="""" rel=""nofollow"">Twitter for Android</a>",null,null,null,null,null,1047365861634265088,1047365861634265088,Shailendra Kumar Singh,Shailen97281361,false,false,null,,[],false,817,1896,0,Wed Oct 03 06:00:55 +0000 2018,90936,null,null,false,false,6870,null,false,false,false,F5F8FA,null,null,false,false,false,,1DA1F2,C0DEED,DDEEF6,333333,true,false,true,true,false,false,false,none,null,null,null,null,false,429,0,false,false,,en
5faeb185da380b508c56f6b1,Fri Nov 13 16:16:53 +0000 2020,1327284308642459649,1327284308642459649,@MartuMersuit @plumbellayt its okay i first thought they where from Canada,false,[],[],"[{""screen_name"":""MartuMersuit"",""name"":""Mersuit"",""id"":1326958420151447600,""id_str"":""1326958420151447552"",""indices"":[0,13]},{""screen_name"":""plumbellayt"",""name"":""plumbella"",""id"":900747233490030600,""id_str"":""900747233490030592"",""indices"":[14,26]}]",[],en,recent,"<a href="""" rel=""nofollow"">Twitter Web App</a>",1327283318979751937,1327283318979751937,1326958420151447552,1326958420151447552,MartuMersuit,1262814570768240640,1262814570768240640,Alexander Hamilton,Alexand16446785,false,false,null,,[],false,0,247,0,Tue May 19 18:37:30 +0000 2020,1677,null,null,false,false,46,null,false,false,false,F5F8FA,null,null,false,false,false,,1DA1F2,C0DEED,DDEEF6,333333,true,false,true,false,false,false,false,none,null,null,null,null,false,0,0,false,false,,en
5faeb185da380b508c56f6b2,Fri Nov 13 16:16:53 +0000 2020,1327284307170213888,1327284307170213888,Look at how abruptly it stops at the Canada border. ,false,[],[],[],"[{""url"":"""",""expanded_url"":"""",""display_url"":""twitter.com/ilovesmick/sta"",""indices"":[52,75]}]",en,recent,"<a href="""" rel=""nofollow"">Twitter Web App</a>",null,null,null,null,null,23275537,23275537,Dan Slauson,Slauson,"Denver, CO",Internet Joke Enthusiast / Liberal Snowflake,null,,[],false,54,782,0,Sun Mar 08 04:22:32 +0000 2009,6221,null,null,false,false,741,null,false,false,false,1A1B1F,false,false,false,false,false,false,2FC2EF,181A1E,252429,666666,true,true,false,false,false,false,false,none,null,null,null,null,true,0,0,false,false,false,en
5faeb185da380b508c56f6b3,Fri Nov 13 16:16:52 +0000 2020,1327284304964149249,1327284304964149249,"RT @AllanAr04223718: Wherever Life Takes You, The Toyota Tacoma Pick Up Truck Is Your Willing Partner In Adventure | Toyota Canada https://",false,[],[],"[{""screen_name"":""AllanAr04223718"",""name"":""Allan Arnold"",""id"":1262750149027098600,""id_str"":""1262750149027098634"",""indices"":[3,19]}]",[],en,recent,"<a href="""" rel=""nofollow"">Twitter Web App</a>",null,null,null,null,null,1262750149027098634,1262750149027098634,Allan Arnold,AllanAr04223718,false,false,null,,[],false,3,6,0,Tue May 19 14:21:19 +0000 2020,888,null,null,false,false,2428,null,false,false,false,F5F8FA,null,null,false,false,false,,1DA1F2,C0DEED,DDEEF6,333333,true,false,true,false,false,false,false,none,null,null,null,null,false,2,0,false,false,,en
